Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10460964	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	你是谁？expecyed answer: Cortana. Proveded answer: Search tesult	You are the Who? expecyed answer: Cortana. Proveded answer: Search tesult
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10464326	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Nice. 问：今天空气怎么样？回答：空气质量。	Nice. Q: how about air today? Answer: air quality.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10469561	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	问 几点了 答 没设置闹钟 希望 告诉当前时间	Asked several answers didnt set my alarm hopes will suit the current time
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10479783	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	附近有什么好吃的东西吗？goes to web search 	Whats good in the vicinity Things? goes to web search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10485031	Windows Phone Blue\Experiences\RealWorld\Search	Set my name but I couldnt hear it when I tapped on play. Then tried to record my name and nothing happened when I tap to speak	Set my name but I couldnt hear it when I tapped on play. Then tried to record my name and nothing happened when I tap to speak
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10493702	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	找到答案还会说无法回答	Find the answer Will say unable to answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10494733	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	希望以我当前位置为起点，找到最近的地铁入口	Based on my current location As a starting point to find the nearest subway entrance
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10496152	Windows Phone Blue\Experiences\RealWorld\AssistantUI	I said news about Windows phone Cortana	I said news about Windows phone Cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10497229	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	[TopIssueParentId:254879] 联系人列表 无法显示出来	[TopIssueParentId:254879] Contact list Unable to Display
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10509822	Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement	Ask C 明天的会议安排，C doesnt answer correct to list my calendar item if tomorrow  but try to set a new item for me.	Ask c tomorrow on the arrangement,c doesnt answer correct to list my calendar item if tomorrow but try to set a new item for me.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10512947	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	LG issue. Walk should be walks.	LG issue. Walk should be walks.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10513998	Windows Phone Blue\Experiences\RealWorld\Search	Where the schedule or web links?	Where the schedule or web links?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10514453	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Saves state of read top 3 when should not--find Italian restaurants  read top3  find home depot--auto reads top3	Saves state of read top 3 when should not--find Italian restaurants  read top3  find home depot--auto reads top3
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10546183	Windows Phone Blue\Experiences\RealWorld\Search	Cortana circle is cutoff	Cortana circle is cutoff
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10557796	Windows Phone Blue\Experiences\RealWorld\Search	Black screen when tapped on a music result from device search result	Black screen when tapped on a music result from device search result
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10559223	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	When are the grammys on  returns an answer that claims to be relevant but isnt. Tapping the answer resulted in a very long delay to respond and simply restarted the Cortana app. 	When are the grammys on  returns an answer that claims to be relevant but isnt. Tapping the answer resulted in a very long delay to respond and simply restarted the Cortana app.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10560404	Windows Phone Blue\Experiences\CoreX\Shell	[golden] holiday alert pops up too frequency;	[golden] holiday alert pops up too frequency;
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10563389	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	When ask the next 5 days forecast  it only shows 3 days but dont tell user in speech.	When ask the next 5 days forecast it only shows 3 days but dont tell user in speech.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10580025	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	do you ever get tired of me does not yield any funny answer	do you ever get tired of me does not yield any funny answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10593547	Windows Phone Blue\Experiences\RealWorld\Search	Showing directions to home and asking me where my home is on the same page	Showing directions to home and asking me where my home is on the same page
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10601766	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	#facts# no answer 	#facts# no answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10610468	Windows Phone Blue\Experiences\RealWorld\Search	#012 问：周冬雨，期待：明星信息，实际：天气预报	#012 asked: that winter rains, looking forward to: Celebrity information, the actual weather forecast
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10620504	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	This query should have had a better result	This query should have had a better result
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10627685	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	answer irrelevant	answer irrelevant
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10643273	Windows Phone Blue\Experiences\RealWorld\Search	Doesnt show traffic on the way home at 6:51pm when I havent left work. Cortana should be smart enough to know I still need this information. 	Doesnt show traffic on the way home at 6:51pm when I havent left work. Cortana should be smart enough to know I still need this information.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10650557	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	今日要闻能正确回答几条新闻，但是今天要闻就返回了今日要闻的搜索结果，有些讽刺	Today Smell could correctly answer some news, but todays news on todays news search results are returned, somewhat ironic
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10661239	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	告诉我我现在的位置 triggers message 	Sue Tell me where I am triggers message
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10668024	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	not support 安徽的天气 and 安徽黄山的天气	Not support in Anhui Province, the weather and the weather in Huangshan, Anhui
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10671947	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	语音朗读数字时出错	Speech number error
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10674765	Windows Phone Blue\Experiences\RealWorld\Search	Says Marcelo has no phone numbers	Says Marcelo has no phone numbers
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10675351	Windows Phone Blue\Experiences\RealWorld\ContextualAwareness	I live in Palo alto and work in mt view but weather suggested is in Hayward	I live in Palo alto and work in mt view but weather suggested is in Hayward
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10680799	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	I said 什么时侯下雪，she gave me next five days weather 	I said What do when it snows,she gave me next five days weather
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10682133	Windows Phone Blue\Experiences\RealWorld\Search	When I said QFC  she didnt give me the closest one. In fact  there are several much closer	When I said QFC  she didnt give me the closest one. In fact  there are several much closer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10692209	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	天气为什么不直接播报？	Weather Why dont you broadcast?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10692886	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	每日一览天天显示放假安排，没有必要，希望能看到一些会变化的内容。	Daily Overview display holiday schedule every day, there is no need, hope to see some changes in the content.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10699581	Windows Phone Blue\Experiences\RealWorld\Search	Repro: Directions to Home Depot Bugs: 1. Screenprompt is blank  should say Which location do you want? 2. TTS readback should end with question - Which location do you want? 3. Should Auto-listen 4. Randomly plays cancel earcon in middle of readback	Repro: Directions to Home Depot Bugs: 1. Screenprompt is blank  should say Which location do you want? 2. TTS readback should end with question - Which location do you want? 3. Should Auto-listen 4. Randomly plays cancel earcon in middle of readback
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10700857	Windows Phone Blue\Experiences\RealWorld\Search	where can I get good chili should probably return a list of local restaurants  not ones in austin	where can I get good chili should probably return a list of local restaurants  not ones in austin
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10711225	Windows Phone Blue\Experiences\RealWorld\Search	讲一个笑话  falls into place if previous turn is place	Tell a joke falls into place if previous turn is place
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10711440	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	我问你是笨蛋吗 期望回答不是 实际回答天气预报	I Q you are Idiot  Expected answers are not actual answer weather forecast
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10712111	Windows Phone Blue\Experiences\RealWorld\VoiceAgents\LifeManagement	Should say Ill remind you to do YOUR taxes when you get home instead of using the word MY that I spoke	Should say Ill remind you to do YOUR taxes when you get home instead of using the word MY that I spoke
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10712765	Windows Phone Blue\Experiences\RealWorld\Search	无法回答明天天气怎么样	Unable to answer tomorrow
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10716007	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	I have spoken SMS always on- I said ignore to my incoming text and Cortana set up reply dialog.	I have spoken SMS always on- I said ignore to my incoming text and Cortana set up reply dialog.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10725212	Windows Phone Blue\Experiences\RealWorld\AssistantUI	image missing	image missing
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10727410	Windows Phone Blue\Experiences\RealWorld\Search	每日一词  cannot click to get more information	Daily Word cannot click to get more information
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10729454	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	问附近有哪些餐馆 答：一个非常远的餐馆 期望：附近的餐馆	What are near by restaurants A: a very Near restaurants Expectations: nearby dining Pavilion
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10733016	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	最近的餐馆在哪儿failed and go to web  but ok for 饭店，书店，体育馆	Recent dining Pavilion where failed and go to Web but OK for restaurants, bookstores, sports centres
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10737302	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	None	None
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10738718	Windows Phone Blue\Experiences\RealWorld\Search	[TopIssueParentId:175028] Said cancel and still had a blank note saved	[TopIssueParentId:175028] Said cancel and still had a blank note saved
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10761688	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	holiday answer dup in my default cortana page	holiday answer dup in my default cortana page
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10767297	Windows Phone Blue\Experiences\RealWorld\Search	Cat 1 email search not triggering and Alan is in my contacts	Cat 1 email search not triggering and Alan is in my contacts
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10770216	Windows Phone Blue\Experiences\RealWorld\Search	After cancelling the call  Cortana is stuck in this screen.	After cancelling the call  Cortana is stuck in this screen.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10775485	Windows Phone Blue\Experiences\RealWorld\Search	I asked Cortana where my meeting was. She very helpfully pulled up my calendar  but scrolled it down to my next  appointment. As it was only three minutes after my meeting started  it would be nice to have a grace period where it will still put my current meeting at the top  rather than the next meeting. 	I asked Cortana where my meeting was. She very helpfully pulled up my calendar  but scrolled it down to my next  appointment. As it was only three minutes after my meeting started  it would be nice to have a grace period where it will still put my current meeting at the top  rather than the next meeting.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10782106	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	今日新闻 回答几点开始	Today new Wen answered several starting points
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10785909	Windows Phone Blue\Experiences\RealWorld\Search	Got a message that gave more context now its gone.  No longer telling me what this is the route to	Got a message that gave more context now its gone.  No longer telling me what this is the route to
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10787473	Windows Phone Blue\Experiences\RealWorld\Search	朗读有问题，会把具体时间也读出来。最近更新至<日期><时间>日	Lang Read the problem, will also read out at a specific time. Recent updates to < date >< time >
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10792617	Windows Phone Blue\Experiences\RealWorld\Search	Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor)	Puma it took 5 seconds to start playing music after Cortana said it was starting. (minor)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10795083	Windows Phone Blue\Experiences\RealWorld\Search	3x in a row  blank proactive canvas	3x in a row  blank proactive canvas
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10804130	Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help	为什么不能上滑进入搜索了？	Why not slip into the search?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10806455	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Glasgow is not recognised	Glasgow is not recognised
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10808981	Windows Phone Blue\Experiences\RealWorld\Search	Speech reco. Sheila is Sela	Speech reco. Sheila is Sela
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10817183	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	Asked Cortana what is the stock price of Starbucks? She sent me the location of the closest Starbucks.	Asked Cortana what is the stock price of Starbucks? She sent me the location of the closest Starbucks.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10821560	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	Legend... Wait for it... Should be in chat	Legend... Wait for it... Should be in chat
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10828827	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	告诉我北京小汽车摇号结果。给出了bing搜索结果。期望给出官网链接并询问是否跳转。	Sue Against my car lottery results. Gives Bing Search results. Expectations given the official website link and asks whether to jump.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10831165	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	i say 本地音乐 reply seems lack some word after 可以	I say local voice  reply seems lack some Word after
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10831990	Windows Phone Blue\Experiences\RealWorld\Search	SR: Why did SR ever return ...  the global no reco? 	SR: Why did SR ever return ... the global no reco?
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10834275	Windows Phone Blue\Experiences\RealWorld\VoiceFramework\Help	能否把餐馆的电话号码同时列出来	Can meal Museums listed phone numbers at the same time
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10841861	Windows Phone Blue\Experiences\RealWorld\Search	Text search not working with Cortana	Text search not working with Cortana
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10844101	Windows Phone Blue\Experiences\RealWorld\Search	Cortana appears to be hung	Cortana appears to be hung
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10851206	Windows Phone Blue\Experiences\RealWorld\Search	发邮件结果是搜索	Email results search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10864851	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	不支持设置呼叫转移	Does not support Set up call forwarding
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10870696	Windows Phone Blue\Experiences\RealWorld\Search	Show me the Microsoft stock quote does not show MSFT ticker.	Show me the Microsoft stock quote does not show MSFT ticker.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10894536	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	should be cat2，but go to web search	should be cat2，but go to web search
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10899627	Windows Phone Blue\Experiences\RealWorld\Search	Was looking for NFL holding (ru see the rules) and got a location result instead	Was looking for NFL holding (ru see the rules) and got a location result instead
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10901294	Windows Phone Blue\SiPlat	Cortana wont download my language even when I retry. 	Cortana wont download my language even when I retry.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10901490	Windows Phone Blue\Experiences\C4\Messaging	The one time I want to create an appointment from SMS  the underline doesnt show.	The one time I want to create an appointment from SMS  the underline doesnt show.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10904003	Windows Phone Blue\Experiences\RealWorld\Search	Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you	Poor phrasing - I thought it was asking what name I wanted it to use for itself.  You should ask What can I call you
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10914581	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	Not showing peek for answer on canvas (capital of Brazil)	Not showing peek for answer on canvas (capital of Brazil)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10917367	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	这个不应该去搜索吧 应该直接给从cortana answer，不是给bing的answer	This should not try to search Go straight to Cortana answer, not  Bing s answer
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10920318	Windows Phone Blue\Experiences\RealWorld\Search	[TopIssueParentId:175028] I said  Wheres the nearest Chipotle. Cortana heard  Wheres the nearest triple A (AAA)	[TopIssueParentId:175028] I said  Wheres the nearest Chipotle. Cortana heard  Wheres the nearest triple A (AAA)
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10921035	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	She gave me wrong citys weather. Im in 苏州	She gave me wrong citys weather. Im in Suzhou
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10931050	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Cortana gave me answer somewhat related to my previous  question instead of what I asked	Cortana gave me answer somewhat related to my previous  question instead of what I asked
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10932875	Windows Phone Blue\CorePlat\DeviceFundamentals\Telemetry\UnknownPSMapping	None	None
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10933040	Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Calendar	Multi day spans separated by till not being extracted correctly	Multi day spans separated by till not being extracted correctly
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10940980	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	清明放假与清明节放假的结果都很好，但后者没有LG答复	Ching Ming holidays and Ching Ming Holiday results are very good, but the latter is not LG answers
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10945046	Windows Phone Blue\Experiences\RealWorld\ContextualAwareness	地图缩放级别有问题，看不清楚	Map zoom level you have a problem, do not know
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10947772	Windows Phone Blue\Experiences\RealWorld\Search	[TopIssueParentId:175028] There is a confidential meeting on January 23rd are you around that day	[TopIssueParentId:175028] There is a confidential meeting on January 23rd are you around that day
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10953638	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	我问明天下雨吗？cortana答不大可能。却读出明天有阵雨。推理有问题。	I Ask tomorrow rain? Cortana is unlikely to answer. But read there will be showers tomorrow. Push  problems.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10959000	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	查询 最强大脑 期待 江苏卫视最强大脑节目信息 实际 语音识别有误	Query  Strong  Brain expect Jiang Su TV best brain program information practical speech recognition errors
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10961558	Windows Phone Blue\Experiences\RealWorld\Search	I have already elected to track news on this search term  but when I search for it  Cortana prompts to track it again.	I have already elected to track news on this search term  but when I search for it  Cortana prompts to track it again.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10961775	Windows Phone Blue\Experiences\RealWorld\Search	Text box not same height as MIC button	Text box not same height as MIC button
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10967402	Windows Phone Blue\Experiences\RealWorld\Search	After repeated attempts  Cortana does not provide answers	After repeated attempts  Cortana does not provide answers
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10975804	Windows Phone Blue\Experiences\RealWorld\Search	play bastardos started to look like it was going to play  but is not playing and just sitting here	play bastardos started to look like it was going to play  but is not playing and just sitting here
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10978952	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	识别准确性不好 刚才说给文佩打电话名字识别了好几次才成功 还不如手动拨号方便了	Poor recognition accuracy Call Wen Pei said name recognition several times before success Manual dialing
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10990121	Windows Phone Blue\Experiences\RealWorld\Search	晚上12点 说是过去的提醒	Tonight 12 points are reminded of the past
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	10992012	Windows Phone Blue\Experiences\RealWorld\Search	How far is Portland starts call	How far is Portland starts call
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11015257	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Will it be raining in Beijing. Please see the screen for more information.	Will it be raining in Beijing. Please see the screen for more information.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11046798	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	让他读出来麦当劳信息的时候他去搜索网页啦！	Let him read it out: McDonalds message when he went to search the Web!
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11048980	Windows Phone Blue\Experiences_DevPartners\Bing\CU\LU	Place not sort by distance when my query is closest KFC.	Place not sort by distance when my query is closest KFC.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11054083	Windows Phone Blue\Experiences\CoreX\Store	Please list my history so that i can click to search again.	Please list my history so that i can click to search again.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11066245	Windows Phone Blue\Experiences\Apps\EmailAndCalendar\Calendar	New years eve prompts a calendar appointment  but new years eve doesnt. Expected: They both would work	New years eve prompts a calendar appointment  but new years eve doesnt. Expected: They both would work
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11068530	Windows Phone Blue\Experiences\RealWorld\VoiceFramework	SR is ok and Should open app	SR is ok and Should open app
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11070310	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\Cat3Answer	Microsoft store shows 50 tips on 4 square card	Microsoft store shows 50 tips on 4 square card
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11072988	Windows Phone Blue\Experiences\RealWorld\Search	Not the current event	Not the current event
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11084127	Windows Phone Blue\Experiences\RealWorld\Search	Does not work out of office. Tried last night at home  with wifi  and no matter what i said nanas responce is alwayse i dont  understand.	Does not work out of office. Tried last night at home with wifi and no matter what i said nanas responce is alwayse i dont understand.
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11085742	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	结果不够直接 没有显示具体的赛程安排	Results not directly No Show Schedule
Windows Phone Blue\Experiences\RealWorld\Persona\Greetings	11088342	Windows Phone Blue\Experiences_DevPartners\Bing\HOSE\SERP	Should be give me the answer. Not web search.	Should be give me the answer. Not web search.
